2024-08-29 14:17:48,104 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 14:17:48,222 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 14:17:49,260 Total fires detected: 2, Current fire count: 2, Max fire box: (458, 4, 1159, 652), Avg confidence: 0.58, Center position: (710, 350)
2024-08-29 15:17:27,015 Total fires detected: 1, Current fire count: 1, Max fire box: (68, 0, 182, 123), Avg confidence: 0.32, Center position: (125, 61)
2024-08-29 15:17:28,028 Total fires detected: 1, Current fire count: 1, Max fire box: (61, 0, 176, 112), Avg confidence: 0.00, Center position: (118, 56)
2024-08-29 15:17:29,083 Total fires detected: 1, Current fire count: 1, Max fire box: (65, 0, 175, 123), Avg confidence: 0.00, Center position: (120, 61)
2024-08-29 15:17:30,142 Total fires detected: 1, Current fire count: 1, Max fire box: (63, 99, 102, 126), Avg confidence: 0.00, Center position: (82, 112)
2024-08-29 15:17:31,138 Total fires detected: 1, Current fire count: 1, Max fire box: (64, 0, 174, 113), Avg confidence: 0.00, Center position: (119, 56)
2024-08-29 15:17:32,154 Total fires detected: 1, Current fire count: 1, Max fire box: (59, 102, 97, 130), Avg confidence: 0.30, Center position: (78, 116)
2024-08-29 15:17:33,175 Total fires detected: 1, Current fire count: 1, Max fire box: (63, 111, 76, 133), Avg confidence: 0.39, Center position: (69, 122)
2024-08-29 15:17:34,224 Total fires detected: 1, Current fire count: 1, Max fire box: (65, 53, 161, 125), Avg confidence: 0.35, Center position: (113, 89)
2024-08-29 15:17:35,247 Total fires detected: 1, Current fire count: 1, Max fire box: (60, 1, 187, 128), Avg confidence: 0.36, Center position: (123, 64)
2024-08-29 15:17:36,280 Total fires detected: 1, Current fire count: 1, Max fire box: (61, 110, 80, 129), Avg confidence: 0.36, Center position: (70, 119)
2024-08-29 15:17:37,281 Total fires detected: 1, Current fire count: 1, Max fire box: (61, 110, 80, 129), Avg confidence: 0.00, Center position: (70, 119)
2024-08-29 15:17:38,311 Total fires detected: 1, Current fire count: 1, Max fire box: (63, 99, 81, 116), Avg confidence: 0.00, Center position: (72, 107)
2024-08-29 15:17:39,365 Total fires detected: 1, Current fire count: 1, Max fire box: (58, 99, 75, 117), Avg confidence: 0.40, Center position: (66, 108)
2024-08-29 15:17:40,387 Total fires detected: 1, Current fire count: 1, Max fire box: (58, 98, 77, 123), Avg confidence: 0.00, Center position: (67, 110)
2024-08-29 15:17:41,428 Total fires detected: 1, Current fire count: 1, Max fire box: (58, 98, 77, 123), Avg confidence: 0.00, Center position: (67, 110)
2024-08-29 15:17:42,494 Total fires detected: 1, Current fire count: 1, Max fire box: (59, 105, 69, 125), Avg confidence: 0.00, Center position: (64, 115)
2024-08-29 15:17:43,527 Total fires detected: 1, Current fire count: 1, Max fire box: (59, 120, 75, 128), Avg confidence: 0.00, Center position: (67, 124)
2024-08-29 15:17:44,529 Total fires detected: 1, Current fire count: 1, Max fire box: (82, 2, 189, 115), Avg confidence: 0.00, Center position: (135, 58)
2024-08-29 15:17:45,535 Total fires detected: 1, Current fire count: 1, Max fire box: (57, 3, 192, 127), Avg confidence: 0.00, Center position: (124, 65)
2024-08-29 15:17:46,548 Total fires detected: 1, Current fire count: 1, Max fire box: (59, 115, 75, 129), Avg confidence: 0.35, Center position: (67, 122)
2024-08-29 15:17:47,553 Total fires detected: 1, Current fire count: 1, Max fire box: (57, 99, 85, 129), Avg confidence: 0.00, Center position: (71, 114)
2024-08-29 15:17:48,607 Total fires detected: 1, Current fire count: 1, Max fire box: (59, 1, 181, 113), Avg confidence: 0.00, Center position: (120, 57)
2024-08-29 15:17:49,612 Total fires detected: 1, Current fire count: 1, Max fire box: (61, 0, 176, 131), Avg confidence: 0.35, Center position: (118, 65)
2024-08-29 15:17:50,694 Total fires detected: 1, Current fire count: 1, Max fire box: (60, 0, 182, 129), Avg confidence: 0.38, Center position: (121, 64)
2024-08-29 15:17:51,697 Total fires detected: 1, Current fire count: 1, Max fire box: (60, 0, 182, 129), Avg confidence: 0.00, Center position: (121, 64)
2024-08-29 15:17:52,749 Total fires detected: 1, Current fire count: 1, Max fire box: (116, 109, 133, 117), Avg confidence: 0.34, Center position: (124, 113)
2024-08-29 15:17:53,765 Total fires detected: 1, Current fire count: 1, Max fire box: (36, 147, 149, 177), Avg confidence: 0.00, Center position: (92, 162)
2024-08-29 15:17:54,756 Total fires detected: 1, Current fire count: 1, Max fire box: (1, 52, 63, 136), Avg confidence: 0.31, Center position: (32, 94)
2024-08-29 15:17:55,821 Total fires detected: 1, Current fire count: 1, Max fire box: (2, 56, 87, 140), Avg confidence: 0.00, Center position: (44, 98)
2024-08-29 15:17:56,869 Total fires detected: 1, Current fire count: 1, Max fire box: (5, 71, 71, 142), Avg confidence: 0.43, Center position: (38, 106)
2024-08-29 15:17:57,897 Total fires detected: 1, Current fire count: 1, Max fire box: (2, 64, 76, 137), Avg confidence: 0.35, Center position: (39, 100)
2024-08-29 15:17:58,898 Total fires detected: 1, Current fire count: 1, Max fire box: (38, 177, 152, 203), Avg confidence: 0.43, Center position: (95, 190)
2024-08-29 15:19:25,691 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 15:19:25,864 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 15:19:26,935 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 15:19:27,949 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 15:19:28,988 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 15:19:30,060 Total fires detected: 1, Current fire count: 1, Max fire box: (6, 305, 354, 359), Avg confidence: 0.41, Center position: (180, 332)
2024-08-29 15:19:31,081 Total fires detected: 1, Current fire count: 1, Max fire box: (4, 283, 348, 359), Avg confidence: 0.37, Center position: (176, 321)
2024-08-29 15:19:32,174 Total fires detected: 1, Current fire count: 1, Max fire box: (11, 279, 356, 359), Avg confidence: 0.38, Center position: (183, 319)
2024-08-29 15:19:33,231 Total fires detected: 2, Current fire count: 2, Max fire box: (274, 63, 321, 99), Avg confidence: 0.36, Center position: (294, 114)
2024-08-29 15:19:34,266 Total fires detected: 2, Current fire count: 2, Max fire box: (281, 63, 329, 99), Avg confidence: 0.35, Center position: (301, 81)
2024-08-29 15:19:35,342 Total fires detected: 2, Current fire count: 2, Max fire box: (274, 63, 321, 99), Avg confidence: 0.32, Center position: (299, 152)
2024-08-29 15:19:36,401 Total fires detected: 3, Current fire count: 3, Max fire box: (274, 63, 321, 99), Avg confidence: 0.00, Center position: (221, 135)
2024-08-29 15:19:37,406 Total fires detected: 3, Current fire count: 3, Max fire box: (274, 63, 321, 99), Avg confidence: 0.30, Center position: (222, 137)
2024-08-29 15:19:38,496 Total fires detected: 3, Current fire count: 2, Max fire box: (161, 12, 180, 89), Avg confidence: 0.00, Center position: (187, 164)
2024-08-29 15:19:39,544 Total fires detected: 3, Current fire count: 2, Max fire box: (77, 157, 190, 309), Avg confidence: 0.28, Center position: (169, 255)
2024-08-29 15:19:40,592 Total fires detected: 3, Current fire count: 2, Max fire box: (76, 156, 190, 311), Avg confidence: 0.38, Center position: (169, 255)
2024-08-29 15:19:41,668 Total fires detected: 3, Current fire count: 2, Max fire box: (78, 157, 196, 312), Avg confidence: 0.00, Center position: (171, 256)
2024-08-29 15:19:42,674 Total fires detected: 3, Current fire count: 2, Max fire box: (56, 49, 84, 115), Avg confidence: 0.00, Center position: (137, 180)
2024-08-29 15:19:43,676 Total fires detected: 3, Current fire count: 2, Max fire box: (52, 55, 80, 113), Avg confidence: 0.27, Center position: (135, 181)
2024-08-29 15:19:44,682 Total fires detected: 3, Current fire count: 1, Max fire box: (51, 53, 80, 113), Avg confidence: 0.00, Center position: (65, 83)
2024-08-29 15:19:45,742 Total fires detected: 3, Current fire count: 1, Max fire box: (77, 54, 124, 177), Avg confidence: 0.00, Center position: (100, 115)
2024-08-29 15:19:46,733 Total fires detected: 3, Current fire count: 1, Max fire box: (95, 57, 145, 168), Avg confidence: 0.00, Center position: (120, 112)
2024-08-29 15:19:47,811 Total fires detected: 3, Current fire count: 1, Max fire box: (145, 51, 203, 175), Avg confidence: 0.00, Center position: (174, 113)
2024-08-29 15:19:48,893 Total fires detected: 3, Current fire count: 1, Max fire box: (186, 101, 231, 188), Avg confidence: 0.31, Center position: (208, 144)
2024-08-29 15:19:49,919 Total fires detected: 3, Current fire count: 1, Max fire box: (253, 162, 328, 353), Avg confidence: 0.58, Center position: (290, 257)
2024-08-29 15:19:50,963 Total fires detected: 3, Current fire count: 1, Max fire box: (207, 291, 253, 353), Avg confidence: 0.46, Center position: (230, 322)
2024-08-29 15:19:51,976 Total fires detected: 3, Current fire count: 1, Max fire box: (207, 297, 242, 353), Avg confidence: 0.42, Center position: (224, 325)
2024-08-29 15:19:53,018 Total fires detected: 5, Current fire count: 3, Max fire box: (0, 0, 359, 112), Avg confidence: 0.37, Center position: (214, 130)
2024-08-29 15:19:54,069 Total fires detected: 5, Current fire count: 3, Max fire box: (0, 0, 359, 112), Avg confidence: 0.53, Center position: (200, 138)
2024-08-29 15:19:55,142 Total fires detected: 5, Current fire count: 3, Max fire box: (0, 0, 359, 112), Avg confidence: 0.37, Center position: (193, 138)
2024-08-29 15:19:56,152 Total fires detected: 5, Current fire count: 3, Max fire box: (0, 0, 359, 112), Avg confidence: 0.38, Center position: (188, 138)
2024-08-29 15:19:57,204 Total fires detected: 5, Current fire count: 3, Max fire box: (0, 0, 359, 112), Avg confidence: 0.31, Center position: (138, 123)
2024-08-29 15:19:58,262 Total fires detected: 5, Current fire count: 2, Max fire box: (111, 9, 152, 108), Avg confidence: 0.30, Center position: (113, 161)
2024-08-29 15:19:59,341 Total fires detected: 5, Current fire count: 2, Max fire box: (108, 5, 150, 101), Avg confidence: 0.32, Center position: (112, 158)
2024-08-29 15:20:00,343 Total fires detected: 5, Current fire count: 2, Max fire box: (91, 13, 121, 74), Avg confidence: 0.27, Center position: (101, 153)
2024-08-29 15:20:01,355 Total fires detected: 5, Current fire count: 2, Max fire box: (89, 10, 118, 72), Avg confidence: 0.00, Center position: (99, 152)
2024-08-29 15:20:02,405 Total fires detected: 5, Current fire count: 2, Max fire box: (89, 10, 118, 72), Avg confidence: 0.00, Center position: (99, 152)
2024-08-29 15:20:03,474 Total fires detected: 5, Current fire count: 1, Max fire box: (101, 0, 203, 74), Avg confidence: 0.00, Center position: (152, 37)
2024-08-29 15:20:04,516 Total fires detected: 5, Current fire count: 1, Max fire box: (162, 68, 226, 228), Avg confidence: 0.31, Center position: (194, 148)
2024-08-29 15:20:05,562 Total fires detected: 5, Current fire count: 1, Max fire box: (159, 29, 219, 237), Avg confidence: 0.00, Center position: (189, 133)
2024-08-29 15:20:06,581 Total fires detected: 5, Current fire count: 1, Max fire box: (159, 18, 222, 239), Avg confidence: 0.26, Center position: (190, 128)
2024-08-29 15:20:07,605 Total fires detected: 5, Current fire count: 1, Max fire box: (163, 12, 221, 223), Avg confidence: 0.00, Center position: (192, 117)
2024-08-29 15:20:08,656 Total fires detected: 5, Current fire count: 1, Max fire box: (163, 12, 221, 223), Avg confidence: 0.00, Center position: (192, 117)
2024-08-29 15:20:09,708 Total fires detected: 5, Current fire count: 1, Max fire box: (163, 12, 221, 223), Avg confidence: 0.00, Center position: (192, 117)
2024-08-29 15:20:10,778 Total fires detected: 5, Current fire count: 1, Max fire box: (100, 159, 130, 263), Avg confidence: 0.00, Center position: (115, 211)
2024-08-29 15:20:11,847 Total fires detected: 5, Current fire count: 1, Max fire box: (100, 159, 130, 263), Avg confidence: 0.00, Center position: (115, 211)
2024-08-29 15:20:12,887 Total fires detected: 5, Current fire count: 1, Max fire box: (151, 49, 212, 235), Avg confidence: 0.27, Center position: (181, 142)
2024-08-29 15:20:13,918 Total fires detected: 5, Current fire count: 1, Max fire box: (151, 49, 212, 235), Avg confidence: 0.00, Center position: (181, 142)
2024-08-29 15:20:14,955 Total fires detected: 5, Current fire count: 1, Max fire box: (151, 49, 212, 235), Avg confidence: 0.00, Center position: (181, 142)
2024-08-29 15:20:16,030 Total fires detected: 5, Current fire count: 1, Max fire box: (101, 34, 185, 274), Avg confidence: 0.00, Center position: (143, 154)
2024-08-29 15:20:17,035 Total fires detected: 5, Current fire count: 1, Max fire box: (140, 71, 200, 283), Avg confidence: 0.38, Center position: (170, 177)
2024-08-29 15:20:18,041 Total fires detected: 5, Current fire count: 1, Max fire box: (133, 71, 226, 288), Avg confidence: 0.28, Center position: (179, 179)
2024-08-29 15:20:19,108 Total fires detected: 5, Current fire count: 1, Max fire box: (121, 75, 231, 287), Avg confidence: 0.28, Center position: (176, 181)
2024-08-29 15:20:20,165 Total fires detected: 5, Current fire count: 1, Max fire box: (179, 106, 274, 284), Avg confidence: 0.00, Center position: (226, 195)
2024-08-29 15:20:21,214 Total fires detected: 6, Current fire count: 2, Max fire box: (161, 97, 207, 185), Avg confidence: 0.29, Center position: (111, 206)
2024-08-29 15:20:22,257 Total fires detected: 6, Current fire count: 2, Max fire box: (160, 98, 205, 186), Avg confidence: 0.00, Center position: (110, 206)
2024-08-29 15:20:23,299 Total fires detected: 6, Current fire count: 2, Max fire box: (160, 98, 205, 186), Avg confidence: 0.00, Center position: (110, 206)
2024-08-29 15:20:24,311 Total fires detected: 6, Current fire count: 2, Max fire box: (160, 98, 205, 186), Avg confidence: 0.00, Center position: (110, 206)
2024-08-29 15:20:25,313 Total fires detected: 6, Current fire count: 2, Max fire box: (160, 98, 205, 186), Avg confidence: 0.00, Center position: (110, 206)
2024-08-29 15:20:26,335 Total fires detected: 6, Current fire count: 1, Max fire box: (160, 98, 205, 186), Avg confidence: 0.00, Center position: (182, 142)
2024-08-29 15:20:27,361 Total fires detected: 7, Current fire count: 1, Max fire box: (140, 108, 184, 229), Avg confidence: 0.37, Center position: (162, 168)
2024-08-29 15:20:28,369 Total fires detected: 7, Current fire count: 1, Max fire box: (92, 1, 197, 196), Avg confidence: 0.26, Center position: (144, 98)
2024-08-29 15:20:29,370 Total fires detected: 7, Current fire count: 1, Max fire box: (171, 173, 201, 252), Avg confidence: 0.27, Center position: (186, 212)
2024-08-29 15:20:30,456 Total fires detected: 7, Current fire count: 1, Max fire box: (286, 65, 331, 100), Avg confidence: 0.29, Center position: (308, 82)
2024-08-29 15:20:31,528 Total fires detected: 9, Current fire count: 3, Max fire box: (286, 84, 331, 123), Avg confidence: 0.28, Center position: (223, 233)
2024-08-29 15:20:32,589 Total fires detected: 9, Current fire count: 3, Max fire box: (304, 17, 359, 55), Avg confidence: 0.40, Center position: (256, 221)
2024-08-29 15:20:33,609 Total fires detected: 9, Current fire count: 3, Max fire box: (274, 4, 360, 289), Avg confidence: 0.31, Center position: (242, 160)
2024-08-29 15:20:34,663 Total fires detected: 9, Current fire count: 3, Max fire box: (253, 173, 295, 267), Avg confidence: 0.00, Center position: (177, 273)
2024-08-29 15:20:35,682 Total fires detected: 9, Current fire count: 3, Max fire box: (218, 113, 309, 261), Avg confidence: 0.27, Center position: (205, 235)
2024-08-29 15:20:36,750 Total fires detected: 9, Current fire count: 3, Max fire box: (46, 165, 201, 320), Avg confidence: 0.27, Center position: (158, 254)
2024-08-29 15:20:37,835 Total fires detected: 9, Current fire count: 3, Max fire box: (253, 173, 295, 267), Avg confidence: 0.33, Center position: (214, 275)
2024-08-29 15:20:38,865 Total fires detected: 9, Current fire count: 2, Max fire box: (253, 173, 295, 267), Avg confidence: 0.00, Center position: (210, 116)
2024-08-29 15:23:07,868 Total fires detected: 1, Current fire count: 1, Max fire box: (448, 107, 534, 203), Avg confidence: 0.31, Center position: (491, 155)
2024-08-29 15:23:08,030 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 105, 534, 202), Avg confidence: 0.31, Center position: (491, 153)
2024-08-29 15:23:09,045 Total fires detected: 1, Current fire count: 1, Max fire box: (450, 122, 536, 200), Avg confidence: 0.34, Center position: (493, 161)
2024-08-29 15:23:11,100 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 129, 535, 190), Avg confidence: 0.37, Center position: (492, 159)
2024-08-29 15:23:12,133 Total fires detected: 2, Current fire count: 2, Max fire box: (451, 124, 536, 197), Avg confidence: 0.28, Center position: (442, 481)
2024-08-29 15:23:13,148 Total fires detected: 2, Current fire count: 2, Max fire box: (449, 129, 536, 192), Avg confidence: 0.34, Center position: (441, 481)
2024-08-29 15:23:14,179 Total fires detected: 2, Current fire count: 2, Max fire box: (449, 130, 535, 193), Avg confidence: 0.30, Center position: (442, 481)
2024-08-29 15:23:15,219 Total fires detected: 2, Current fire count: 2, Max fire box: (448, 130, 535, 193), Avg confidence: 0.31, Center position: (441, 481)
2024-08-29 15:23:16,262 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.33, Center position: (442, 480)
2024-08-29 15:23:17,352 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.00, Center position: (442, 480)
2024-08-29 15:23:18,404 Total fires detected: 3, Current fire count: 3, Max fire box: (250, 128, 454, 275), Avg confidence: 0.26, Center position: (419, 483)
2024-08-29 15:23:19,455 Total fires detected: 3, Current fire count: 3, Max fire box: (250, 130, 452, 282), Avg confidence: 0.33, Center position: (418, 484)
2024-08-29 15:23:20,503 Total fires detected: 3, Current fire count: 3, Max fire box: (255, 128, 450, 284), Avg confidence: 0.34, Center position: (419, 484)
2024-08-29 15:23:21,563 Total fires detected: 3, Current fire count: 3, Max fire box: (254, 130, 450, 291), Avg confidence: 0.45, Center position: (419, 486)
2024-08-29 15:23:22,593 Total fires detected: 3, Current fire count: 3, Max fire box: (260, 131, 442, 275), Avg confidence: 0.41, Center position: (418, 483)
2024-08-29 15:23:23,637 Total fires detected: 3, Current fire count: 1, Max fire box: (260, 130, 447, 285), Avg confidence: 0.48, Center position: (353, 207)
2024-08-29 15:23:24,628 Total fires detected: 4, Current fire count: 2, Max fire box: (256, 132, 449, 287), Avg confidence: 0.36, Center position: (440, 469)
2024-08-29 15:23:25,668 Total fires detected: 4, Current fire count: 2, Max fire box: (243, 132, 447, 279), Avg confidence: 0.35, Center position: (436, 467)
2024-08-29 15:23:26,673 Total fires detected: 4, Current fire count: 2, Max fire box: (248, 127, 445, 278), Avg confidence: 0.34, Center position: (437, 466)
2024-08-29 15:23:27,686 Total fires detected: 4, Current fire count: 2, Max fire box: (260, 120, 447, 277), Avg confidence: 0.33, Center position: (440, 464)
2024-08-29 15:23:28,684 Total fires detected: 4, Current fire count: 2, Max fire box: (337, 136, 408, 268), Avg confidence: 0.49, Center position: (450, 466)
2024-08-29 15:23:29,715 Total fires detected: 4, Current fire count: 2, Max fire box: (338, 136, 409, 266), Avg confidence: 0.51, Center position: (450, 465)
2024-08-29 15:23:30,742 Total fires detected: 4, Current fire count: 2, Max fire box: (335, 136, 408, 266), Avg confidence: 0.51, Center position: (449, 465)
2024-08-29 15:23:31,773 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 137, 410, 267), Avg confidence: 0.52, Center position: (373, 202)
2024-08-29 15:23:32,788 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 135, 412, 267), Avg confidence: 0.52, Center position: (374, 201)
2024-08-29 15:23:33,812 Total fires detected: 4, Current fire count: 1, Max fire box: (332, 136, 410, 268), Avg confidence: 0.55, Center position: (371, 202)
2024-08-29 15:23:34,825 Total fires detected: 4, Current fire count: 1, Max fire box: (334, 136, 410, 269), Avg confidence: 0.51, Center position: (372, 202)
2024-08-29 15:23:35,867 Total fires detected: 4, Current fire count: 1, Max fire box: (332, 135, 409, 269), Avg confidence: 0.53, Center position: (370, 202)
2024-08-29 15:23:36,890 Total fires detected: 4, Current fire count: 1, Max fire box: (335, 134, 409, 269), Avg confidence: 0.48, Center position: (372, 201)
2024-08-29 15:23:37,933 Total fires detected: 4, Current fire count: 1, Max fire box: (337, 129, 409, 267), Avg confidence: 0.48, Center position: (373, 198)
2024-08-29 15:23:38,923 Total fires detected: 4, Current fire count: 1, Max fire box: (182, 3, 485, 298), Avg confidence: 0.00, Center position: (333, 150)
2024-08-29 15:23:39,965 Total fires detected: 5, Current fire count: 2, Max fire box: (182, 0, 485, 320), Avg confidence: 0.00, Center position: (258, 230)
2024-08-29 15:23:40,990 Total fires detected: 5, Current fire count: 2, Max fire box: (156, 1, 485, 343), Avg confidence: 0.00, Center position: (254, 245)
2024-08-29 15:23:42,005 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.28, Center position: (287, 267)
2024-08-29 15:23:43,052 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.00, Center position: (282, 266)
2024-08-29 15:23:44,088 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.43, Center position: (234, 277)
2024-08-29 15:23:45,116 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.00, Center position: (231, 284)
2024-08-29 15:23:46,134 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.00, Center position: (241, 300)
2024-08-29 15:23:47,177 Total fires detected: 6, Current fire count: 2, Max fire box: (7, 172, 202, 366), Avg confidence: 0.00, Center position: (176, 365)
2024-08-29 15:23:48,216 Total fires detected: 6, Current fire count: 2, Max fire box: (14, 216, 215, 433), Avg confidence: 0.33, Center position: (184, 415)
2024-08-29 15:23:49,242 Total fires detected: 6, Current fire count: 2, Max fire box: (38, 181, 202, 445), Avg confidence: 0.48, Center position: (185, 420)
2024-08-29 15:23:50,237 Total fires detected: 6, Current fire count: 2, Max fire box: (85, 268, 337, 485), Avg confidence: 0.31, Center position: (264, 468)
2024-08-29 15:23:51,272 Total fires detected: 6, Current fire count: 2, Max fire box: (178, 533, 458, 588), Avg confidence: 0.36, Center position: (277, 554)
2024-08-29 15:23:52,271 Total fires detected: 7, Current fire count: 3, Max fire box: (31, 266, 190, 449), Avg confidence: 0.28, Center position: (220, 482)
2024-08-29 15:23:53,332 Total fires detected: 7, Current fire count: 3, Max fire box: (59, 210, 167, 360), Avg confidence: 0.00, Center position: (221, 458)
2024-08-29 15:23:54,339 Total fires detected: 8, Current fire count: 4, Max fire box: (45, 55, 521, 415), Avg confidence: 0.00, Center position: (288, 389)
2024-08-29 15:23:55,367 Total fires detected: 9, Current fire count: 4, Max fire box: (52, 8, 528, 342), Avg confidence: 0.41, Center position: (226, 300)
2024-08-29 15:23:56,379 Total fires detected: 9, Current fire count: 4, Max fire box: (44, 5, 511, 318), Avg confidence: 0.45, Center position: (165, 301)
2024-08-29 15:23:57,383 Total fires detected: 9, Current fire count: 3, Max fire box: (38, 5, 529, 313), Avg confidence: 0.36, Center position: (139, 196)
2024-08-29 15:23:58,441 Total fires detected: 9, Current fire count: 3, Max fire box: (38, 5, 529, 313), Avg confidence: 0.43, Center position: (152, 191)
2024-08-29 15:23:59,469 Total fires detected: 9, Current fire count: 3, Max fire box: (38, 5, 529, 313), Avg confidence: 0.33, Center position: (203, 218)
2024-08-29 15:24:00,526 Total fires detected: 9, Current fire count: 3, Max fire box: (38, 5, 529, 313), Avg confidence: 0.25, Center position: (220, 233)
2024-08-29 15:24:01,519 Total fires detected: 9, Current fire count: 3, Max fire box: (151, 159, 530, 433), Avg confidence: 0.35, Center position: (185, 312)
2024-08-29 15:24:02,560 Total fires detected: 9, Current fire count: 2, Max fire box: (184, 28, 536, 388), Avg confidence: 0.55, Center position: (421, 321)
2024-08-29 15:24:03,593 Total fires detected: 10, Current fire count: 2, Max fire box: (134, 22, 527, 354), Avg confidence: 0.00, Center position: (406, 311)
2024-08-29 15:24:04,652 Total fires detected: 10, Current fire count: 2, Max fire box: (94, 14, 529, 360), Avg confidence: 0.00, Center position: (396, 311)
2024-08-29 15:24:05,664 Total fires detected: 11, Current fire count: 2, Max fire box: (57, 203, 164, 350), Avg confidence: 0.00, Center position: (296, 355)
2024-08-29 15:24:06,689 Total fires detected: 11, Current fire count: 2, Max fire box: (91, 397, 367, 445), Avg confidence: 0.00, Center position: (355, 428)
2024-08-29 15:24:07,724 Total fires detected: 12, Current fire count: 2, Max fire box: (128, 143, 236, 287), Avg confidence: 0.00, Center position: (268, 293)
2024-08-29 15:24:08,756 Total fires detected: 12, Current fire count: 2, Max fire box: (200, 138, 314, 289), Avg confidence: 0.29, Center position: (347, 287)
2024-08-29 15:24:09,804 Total fires detected: 13, Current fire count: 2, Max fire box: (169, 188, 286, 347), Avg confidence: 0.00, Center position: (307, 349)
2024-08-29 15:24:10,836 Total fires detected: 14, Current fire count: 2, Max fire box: (274, 406, 500, 458), Avg confidence: 0.47, Center position: (235, 417)
2024-08-29 15:24:11,883 Total fires detected: 18, Current fire count: 2, Max fire box: (134, 0, 527, 505), Avg confidence: 0.46, Center position: (221, 325)
2024-08-29 15:24:12,886 Total fires detected: 18, Current fire count: 2, Max fire box: (137, 0, 530, 492), Avg confidence: 0.00, Center position: (235, 302)
2024-08-29 15:24:13,923 Total fires detected: 18, Current fire count: 2, Max fire box: (107, 121, 527, 423), Avg confidence: 0.00, Center position: (324, 283)
2024-08-29 15:24:14,972 Total fires detected: 19, Current fire count: 2, Max fire box: (84, 122, 524, 437), Avg confidence: 0.27, Center position: (200, 327)
2024-08-29 15:24:15,992 Total fires detected: 19, Current fire count: 2, Max fire box: (305, 402, 333, 422), Avg confidence: 0.00, Center position: (329, 417)
2024-08-29 15:24:17,024 Total fires detected: 20, Current fire count: 2, Max fire box: (29, 0, 526, 408), Avg confidence: 0.29, Center position: (155, 291)
2024-08-29 15:24:18,040 Total fires detected: 20, Current fire count: 2, Max fire box: (29, 0, 526, 408), Avg confidence: 0.00, Center position: (149, 278)
2024-08-29 15:24:19,084 Total fires detected: 21, Current fire count: 2, Max fire box: (29, 0, 526, 408), Avg confidence: 0.00, Center position: (258, 233)
2024-08-29 15:24:20,088 Total fires detected: 21, Current fire count: 2, Max fire box: (29, 0, 526, 408), Avg confidence: 0.00, Center position: (258, 233)
2024-08-29 15:24:21,140 Total fires detected: 22, Current fire count: 2, Max fire box: (108, 202, 529, 470), Avg confidence: 0.26, Center position: (301, 437)
2024-08-29 15:24:22,205 Total fires detected: 23, Current fire count: 2, Max fire box: (41, 293, 164, 433), Avg confidence: 0.43, Center position: (189, 439)
2024-08-29 15:24:23,226 Total fires detected: 23, Current fire count: 2, Max fire box: (168, 469, 378, 515), Avg confidence: 0.00, Center position: (274, 487)
2024-08-29 15:24:42,460 Total fires detected: 1, Current fire count: 1, Max fire box: (448, 107, 534, 203), Avg confidence: 0.31, Center position: (491, 155)
2024-08-29 15:24:42,606 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 105, 534, 202), Avg confidence: 0.31, Center position: (491, 153)
2024-08-29 15:24:43,620 Total fires detected: 1, Current fire count: 1, Max fire box: (450, 121, 536, 200), Avg confidence: 0.35, Center position: (493, 160)
2024-08-29 15:24:44,753 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 120, 536, 198), Avg confidence: 0.36, Center position: (492, 159)
2024-08-29 15:24:45,810 Total fires detected: 2, Current fire count: 2, Max fire box: (449, 130, 535, 193), Avg confidence: 0.30, Center position: (442, 480)
2024-08-29 15:24:46,829 Total fires detected: 2, Current fire count: 2, Max fire box: (449, 129, 536, 192), Avg confidence: 0.33, Center position: (441, 481)
2024-08-29 15:24:47,879 Total fires detected: 2, Current fire count: 2, Max fire box: (449, 130, 535, 194), Avg confidence: 0.31, Center position: (441, 482)
